Link,Text
Volume 33,"


Humanist Discussion Group - Volume 33





Home
About
 Subscribe
Search
 Member Area





Humanist Archives: Volume 33


May 7, 2019, 6:16 a.m. Humanist 33.1 - cognitive prosthetics, expert systems
May 7, 2019, 6:21 a.m. Humanist 33.2 - events: new ways to open the book cfp
May 8, 2019, 6:35 a.m. Humanist 33.3 - cognitive prosthetics, expert systems
May 8, 2019, 6:37 a.m. Humanist 33.4 - the rhetoric of digital humanities
May 8, 2019, 6:41 a.m. Humanist 33.5 - events: power, inequality, economy of IT
May 9, 2019, 6:07 a.m. Humanist 33.6 - pubs: Internet Histories 3.2
May 9, 2019, 6:10 a.m. Humanist 33.7 - reliability? authority?
May 9, 2019, 6:12 a.m. Humanist 33.8 - the rhetoric of digital humanities
May 10, 2019, 5:53 a.m. Humanist 33.9 - events: EADH 2020 call for hosts
May 10, 2019, 5:54 a.m. Humanist 33.10 - the 'untold history' of AI
May 10, 2019, 5:57 a.m. Humanist 33.11 - natural language processing specialist (Tufts)
May 10, 2019, 6 a.m. Humanist 33.12 - reliability, authority, archiving & sustainability
May 11, 2019, 6:10 a.m. Humanist 33.13 - uncertainty: an invitation
May 11, 2019, 7:30 a.m. Humanist 33.14 - categories of reasoning?
May 12, 2019, 6:47 a.m. Humanist 33.15 - events: Art, Technology, and the Interplay of People and Things (Padua) cfp
May 12, 2019, 6:48 a.m. Humanist 33.16 - categories of reasoning
May 14, 2019, 6:02 a.m. Humanist 33.17 - PARTHENOS: methods, technologies, infrastructures
May 14, 2019, 6:04 a.m. Humanist 33.18 - nominations for the Zampolli Prize?
May 14, 2019, 6:09 a.m. Humanist 33.19 - events: AIUCD 2020 (Italian Conference of Digital Humanities)
May 15, 2019, 6:42 a.m. Humanist 33.20 - events: digital politics; biographical data
May 16, 2019, 5:59 a.m. Humanist 33.21 - pubs: AI for the social good cfp
May 17, 2019, 5:52 a.m. Humanist 33.22 - events: text-mining in history (Sydney); women & gender minorities in digital humanities (Stanford)
May 18, 2019, 6:20 a.m. Humanist 33.23 - events: the laboratory; data as capital (King's College London)
May 18, 2019, 8:46 a.m. Humanist 33.24 - events: data visualisation (Cluj-Napoca) cfp
May 19, 2019, 6:57 a.m. Humanist 33.25 - pubs: genealogies of online content cfp
May 20, 2019, 6:02 a.m. Humanist 33.26 - events: on digital archives (DADH, Taipei) 
May 20, 2019, 6:37 a.m. Humanist 33.27 - what happens when we 'invent' by digital means?
May 21, 2019, 6:06 a.m. Humanist 33.28 - pubs: semantic web for cultural heritage cfp
May 21, 2019, 6:12 a.m. Humanist 33.29 - events: archival collections (London)
May 22, 2019, 6:04 a.m. Humanist 33.30 - events: digital pedagogy
May 22, 2019, 6:05 a.m. Humanist 33.31 - a consultation on data sharing
May 22, 2019, 6:10 a.m. Humanist 33.32 - Head, Centre for Digital Scholarship and Digital Humanities (Oxford)
May 22, 2019, 11:51 a.m. Humanist 33.33 - events: how language became data
May 23, 2019, 6:11 a.m. Humanist 33.34 - a consultation on data sharing
May 23, 2019, 6:12 a.m. Humanist 33.35 - Head, Digital Library (Washington St Louis)
May 23, 2019, 6:52 a.m. Humanist 33.36 - immitative vs non-immitative AI?
May 23, 2019, 7:01 a.m. Humanist 33.37 - don't 'immitate' me
May 24, 2019, 6:07 a.m. Humanist 33.38 - events: networks for data, archives, pedagogy (UBC); digital scholarship (Bucknell)
May 24, 2019, 6:08 a.m. Humanist 33.39 - nominations for the Zampolli Prize
May 24, 2019, 6:21 a.m. Humanist 33.40 - the 'uncanny valley' & digitised medieval mss
May 25, 2019, 6:16 a.m. Humanist 33.41 - research fellowship (Sorbonne and Oxford)
May 25, 2019, 6:18 a.m. Humanist 33.42 - DH2019
May 25, 2019, 6:21 a.m. Humanist 33.43 - events: semantic web; derivational morphology
May 25, 2019, 6:28 a.m. Humanist 33.44 - summer school in quantitative textual analysis
May 25, 2019, 6:29 a.m. Humanist 33.45 - records of what was actually done or intended?
May 26, 2019, 6:55 a.m. Humanist 33.46 - pubs cfp: digital ethics; AI for social good; epistemology of data science
May 26, 2019, 6:58 a.m. Humanist 33.47 - PhD fellowships (Cork)
May 27, 2019, 6:02 a.m. Humanist 33.48 - pubs: The Software Arts
May 28, 2019, 6:04 a.m. Humanist 33.49 - pubs: Umanistica Digitale 5
May 29, 2019, 5:39 a.m. Humanist 33.50 - librarians in digital humanities (South Florida)
May 29, 2019, 5:52 a.m. Humanist 33.51 - events: Humanistica 2020; audio-visual at DH2019
May 29, 2019, 5:56 a.m. Humanist 33.52 - pubs: machine-seeing cfp; models & modelling
May 30, 2019, 6:32 a.m. Humanist 33.54 - events: linked data & prosopography
May 31, 2019, 6:26 a.m. Humanist 33.54 - ACH conference
May 31, 2019, 6:28 a.m. Humanist 33.55 - correction to the prosopography workshop's URL
May 31, 2019, 6:31 a.m. Humanist 33.56 - events: tools & methods for historical research cfp
May 31, 2019, 7:14 a.m. Humanist 33.57 - the poetic structure of scientific thought
June 1, 2019, 6:22 a.m. Humanist 33.58 - events: gamification (McGill)
June 1, 2019, 6:24 a.m. Humanist 33.59 - the prosopography workshop
June 1, 2019, 6:28 a.m. Humanist 33.60 - vote for projects of the Innovationsstiftung Bildung?
June 1, 2019, 6:29 a.m. Humanist 33.61 - the poetic structure of scientific thought
June 1, 2019, 6:31 a.m. Humanist 33.62 - Research IT 3D Modeller (Exeter)
June 2, 2019, 6:02 a.m. Humanist 33.63 - the space in-between
June 3, 2019, 5:55 a.m. Humanist 33.64 - Michel Serres 1930-2019
June 4, 2019, 6:16 a.m. Humanist 33.65 - events: language & space; ancient routes; historical cryptology
June 4, 2019, 6:18 a.m. Humanist 33.66 - the space in-between
June 4, 2019, 6:36 a.m. Humanist 33.67 - a brief hiatus
June 4, 2019, 8:57 a.m. Humanist 33.68 - fast-breaking news flash: new centre at Venice
June 5, 2019, 5:40 a.m. Humanist 33.70 - events: New Technologies and Renaissance Studies 2020 cfp
June 5, 2019, 7:06 a.m. Humanist 33.70 - duplicate posts
June 7, 2019, 5:31 a.m. Humanist 33.71 - events: phraseology; uncertainty
June 7, 2019, 5:33 a.m. Humanist 33.72 - events: Medieval & Renaissance studies cfp
June 9, 2019, 6:16 a.m. Humanist 33.73 - wanted: a DH research facilitator (Venice)
June 9, 2019, 6:17 a.m. Humanist 33.74 - how to improve many photos?
June 9, 2019, 6:38 a.m. Humanist 33.75 - how the new becomes intelligible?
June 12, 2019, 8:17 a.m. Humanist 33.76 - the future of the humanities?
June 12, 2019, 8:21 a.m. Humanist 33.77 - events: bridging art & society
June 12, 2019, 8:22 a.m. Humanist 33.78 - events in abundance
June 12, 2019, 8:24 a.m. Humanist 33.79 - positions and grants
June 12, 2019, 8:34 a.m. Humanist 33.80 - how the new becomes intelligible
June 12, 2019, 9:14 a.m. Humanist 33.81 - more on how the new becomes intelligible
June 13, 2019, 6:29 a.m. Humanist 33.82 - immitative vs non-immitative AI
June 13, 2019, 6:36 a.m. Humanist 33.83 - events: 21st-century textual scholarship; cultural heritage
June 13, 2019, 6:37 a.m. Humanist 33.84 - how the new becomes intelligible
June 13, 2019, 6:38 a.m. Humanist 33.85 - how to improve many photos
June 13, 2019, 6:40 a.m. Humanist 33.86 - the future of the humanities
June 14, 2019, 5:55 a.m. Humanist 33.87 - the future of the humanities
June 14, 2019, 5:56 a.m. Humanist 33.88 - immitative vs non-immitative AI
June 14, 2019, 5:59 a.m. Humanist 33.89 - wanted: Digital Projects & Technologies Librarian
June 14, 2019, 6 a.m. Humanist 33.90 - a list & seminar for digital modern languages
June 14, 2019, 6:02 a.m. Humanist 33.91 - how to improve many photos
June 14, 2019, 6:05 a.m. Humanist 33.92 - event: open-access books
June 15, 2019, 5:50 a.m. Humanist 33.93 - NEH Humanities Administrator
June 15, 2019, 5:57 a.m. Humanist 33.94 - events: Homeric formulae; archives & collections
June 17, 2019, 6:19 a.m. Humanist 33.95 - events: the 'cabinet of curiosities', museums and collections
June 17, 2019, 6:44 a.m. Humanist 33.96 - occasional interruptions
June 18, 2019, 7:09 a.m. Humanist 33.97 - events: women in engineering cfp
June 18, 2019, 7:12 a.m. Humanist 33.98 - events: the ACH conference
June 19, 2019, 10:20 a.m. Humanist 33.99 - events: simulation & modelling at the Lorentz Center cfp
June 19, 2019, 10:22 a.m. Humanist 33.100 - saving Lyell's notebooks
June 19, 2019, 10:26 a.m. Humanist 33.101 - fake people
June 20, 2019, 6:03 a.m. Humanist 33.102 - events: accessible design; classical archaeology & architecture 
June 20, 2019, 6:10 a.m. Humanist 33.103 - elite asst. professorship at Southern Denmark
June 20, 2019, 6:12 a.m. Humanist 33.104 - pubs: information maintenance; scholarly editions of correspondence
June 20, 2019, 6:13 a.m. Humanist 33.105 - fake people: avoid the maelstrom of deception?
June 26, 2019, 3:13 p.m. Humanist 33.106 - events: many & various
June 26, 2019, 3:15 p.m. Humanist 33.107 - research librarian (London)
June 26, 2019, 3:19 p.m. Humanist 33.108 - pubs: a review, a book
June 26, 2019, 3:23 p.m. Humanist 33.109 - a 'distant reading' training school (Budapest)
June 26, 2019, 3:27 p.m. Humanist 33.110 - the computer metaphor for mind
June 26, 2019, 3:29 p.m. Humanist 33.111 - fake people
June 27, 2019, 2:35 p.m. Humanist 33.112 - professorship (Tallinn)
June 27, 2019, 2:36 p.m. Humanist 33.113 - fake people
June 27, 2019, 2:41 p.m. Humanist 33.114 - Chair, Infrastructure Committee, ADHO
June 27, 2019, 2:45 p.m. Humanist 33.115 - correction to the date for the Distant Reading Training School
June 27, 2019, 2:49 p.m. Humanist 33.116 - Summer School (UCLA)
June 29, 2019, 10:16 p.m. Humanist 33.117 - pubs: Science in the Forest, Science in the Past
June 29, 2019, 10:18 p.m. Humanist 33.118 - Digital Classics Seminar Berlin cfp
July 7, 2019, 5:38 p.m. Humanist 33.119 - open positions
July 7, 2019, 5:45 p.m. Humanist 33.120 - publications
July 7, 2019, 5:49 p.m. Humanist 33.121 - learning from Alpha Go Zero
July 7, 2019, 5:56 p.m. Humanist 33.122 - events several & various
July 7, 2019, 5:58 p.m. Humanist 33.123 - survey: complexity and uncertainty
July 7, 2019, 5:59 p.m. Humanist 33.124 - 'bastard octal'?
July 8, 2019, 6:29 p.m. Humanist 33.125 - events: Wikimedia; archival science
July 8, 2019, 6"
"Oct. 29, 2018, 2:14 p.m. Humanist 31.730",Not FoundThe requested resource was not found on this server.
"Oct. 29, 2018, 4:02 p.m. Humanist 31.731",Not FoundThe requested resource was not found on this server.
"Oct. 29, 2018, 4:05 p.m. Humanist 31.732",Not FoundThe requested resource was not found on this server.
"Oct. 29, 2018, 4:06 p.m. Humanist 31.733",Not FoundThe requested resource was not found on this server.
"Oct. 30, 2018, 7:38 a.m. Humanist 31.734",Not FoundThe requested resource was not found on this server.
"Oct. 30, 2018, 7:41 a.m. Humanist 31.735",Not FoundThe requested resource was not found on this server.
"Oct. 30, 2018, 7:45 a.m. Humanist 31.736",Not FoundThe requested resource was not found on this server.
"Oct. 30, 2018, 11:11 a.m. Humanist 31.737",Not FoundThe requested resource was not found on this server.
Volume 31,"


Humanist Discussion Group - Volume 31





Home
About
 Subscribe
Search
 Member Area





Humanist Archives: Volume 31


Oct. 29, 2018, 2:14 p.m. Humanist 31.730 - the relocation and rebirth of Humanist
Oct. 29, 2018, 4:02 p.m. Humanist 31.731 - events: historical research
Oct. 29, 2018, 4:05 p.m. Humanist 31.732 - relocation and rebirth of Humanist
Oct. 29, 2018, 4:06 p.m. Humanist 31.733 - professorship at Tallinn
Oct. 30, 2018, 7:38 a.m. Humanist 31.734 - 
Oct. 30, 2018, 7:41 a.m. Humanist 31.735 - relocation and rebirth of Humanist
Oct. 30, 2018, 7:45 a.m. Humanist 31.736 - Commons in a Box
Oct. 30, 2018, 11:11 a.m. Humanist 31.737 - fast-breaking news flash: digesting


Editor: Willard McCarty (King's College London, U.K.; Western Sydney University, Australia) 
Software designer: Malgosia Askanas (Mind-Crafts)
This site is maintained under a service level agreement by King's Digital Lab.




"
"Oct. 31, 2018, 7:30 a.m. Humanist 32.144",Not FoundThe requested resource was not found on this server.
"Oct. 31, 2018, 7:31 a.m. Humanist 32.145",Not FoundThe requested resource was not found on this server.
"Oct. 31, 2018, 7:36 a.m. Humanist 32.146",Not FoundThe requested resource was not found on this server.
"Oct. 31, 2018, 7:45 a.m. Humanist 32.147",Not FoundThe requested resource was not found on this server.
"Oct. 31, 2018, 8:32 a.m. Humanist 32.148",Not FoundThe requested resource was not found on this server.
"Nov. 1, 2018, 7:26 a.m. Humanist 32.149",Not FoundThe requested resource was not found on this server.
"Nov. 1, 2018, 7:31 a.m. Humanist 32.150",Not FoundThe requested resource was not found on this server.
"Nov. 1, 2018, 7:49 a.m. Humanist 32.151",Not FoundThe requested resource was not found on this server.
"Nov. 2, 2018, 7:57 a.m. Humanist 32.152",Not FoundThe requested resource was not found on this server.
"Nov. 2, 2018, 8:01 a.m. Humanist 32.153",Not FoundThe requested resource was not found on this server.
"Nov. 3, 2018, 7:37 a.m. Humanist 32.154",Not FoundThe requested resource was not found on this server.
"Nov. 3, 2018, 7:45 a.m. Humanist 32.155",Not FoundThe requested resource was not found on this server.
"Nov. 3, 2018, 7:49 a.m. Humanist 32.156",Not FoundThe requested resource was not found on this server.
"Nov. 3, 2018, 7:50 a.m. Humanist 32.157",Not FoundThe requested resource was not found on this server.
"Nov. 4, 2018, 7:15 a.m. Humanist 32.158",Not FoundThe requested resource was not found on this server.
"Nov. 6, 2018, 10:36 a.m. Humanist 32.159",Not FoundThe requested resource was not found on this server.
"Nov. 6, 2018, 10:38 a.m. Humanist 32.160",Not FoundThe requested resource was not found on this server.
"Nov. 6, 2018, 11:26 a.m. Humanist 32.161",Not FoundThe requested resource was not found on this server.
"Nov. 7, 2018, 6:04 a.m. Humanist 32.162",Not FoundThe requested resource was not found on this server.
"Nov. 7, 2018, 6:43 a.m. Humanist 32.163",Not FoundThe requested resource was not found on this server.
"Nov. 7, 2018, 6:45 a.m. Humanist 32.164",Not FoundThe requested resource was not found on this server.
"Nov. 7, 2018, 6:46 a.m. Humanist 32.165",Not FoundThe requested resource was not found on this server.
"Nov. 8, 2018, 6:48 a.m. Humanist 32.166",Not FoundThe requested resource was not found on this server.
"Nov. 8, 2018, 6:49 a.m. Humanist 32.167",Not FoundThe requested resource was not found on this server.
"Nov. 8, 2018, 7:23 a.m. Humanist 32.168",Not FoundThe requested resource was not found on this server.
"Nov. 8, 2018, 10:30 a.m. Humanist 32.169",Not FoundThe requested resource was not found on this server.
"Nov. 9, 2018, 6:53 a.m. Humanist 32.170",Not FoundThe requested resource was not found on this server.
"Nov. 9, 2018, 7:02 a.m. Humanist 32.171",Not FoundThe requested resource was not found on this server.
"Nov. 9, 2018, 7:12 a.m. Humanist 32.172",Not FoundThe requested resource was not found on this server.
"Nov. 10, 2018, 7:48 a.m. Humanist 32.173",Not FoundThe requested resource was not found on this server.
"Nov. 10, 2018, 7:49 a.m. Humanist 32.174",Not FoundThe requested resource was not found on this server.
"Nov. 10, 2018, 7:51 a.m. Humanist 32.175",Not FoundThe requested resource was not found on this server.
"Nov. 10, 2018, 8:26 a.m. Humanist 32.176",Not FoundThe requested resource was not found on this server.
"Nov. 11, 2018, 2:28 p.m. Humanist 32.177",Not FoundThe requested resource was not found on this server.
"Nov. 12, 2018, 7:18 a.m. Humanist 32.178",Not FoundThe requested resource was not found on this server.
"Nov. 12, 2018, 7:25 a.m. Humanist 32.179",Not FoundThe requested resource was not found on this server.
"Nov. 13, 2018, 5:53 a.m. Humanist 32.180",Not FoundThe requested resource was not found on this server.
"Nov. 13, 2018, 5:59 a.m. Humanist 32.181",Not FoundThe requested resource was not found on this server.
"Nov. 13, 2018, 6:14 a.m. Humanist 32.182",Not FoundThe requested resource was not found on this server.
"Nov. 14, 2018, 5:26 a.m. Humanist 32.183",Not FoundThe requested resource was not found on this server.
"Nov. 14, 2018, 5:59 a.m. Humanist 32.184",Not FoundThe requested resource was not found on this server.
"Nov. 15, 2018, 5:35 a.m. Humanist 32.185",Not FoundThe requested resource was not found on this server.
"Nov. 15, 2018, 5:37 a.m. Humanist 32.186",Not FoundThe requested resource was not found on this server.
"Nov. 15, 2018, 5:43 a.m. Humanist 32.187",Not FoundThe requested resource was not found on this server.
"Nov. 16, 2018, 12:19 p.m. Humanist 32.188",Not FoundThe requested resource was not found on this server.
"Nov. 16, 2018, 12:33 p.m. Humanist 32.189",Not FoundThe requested resource was not found on this server.
"Nov. 16, 2018, 12:37 p.m. Humanist 32.190",Not FoundThe requested resource was not found on this server.
"Nov. 16, 2018, 12:43 p.m. Humanist 32.191",Not FoundThe requested resource was not found on this server.
"Nov. 16, 2018, 1:16 p.m. Humanist 32.192",Not FoundThe requested resource was not found on this server.
"Nov. 16, 2018, 1:17 p.m. Humanist 32.193",Not FoundThe requested resource was not found on this server.
"Nov. 16, 2018, 1:32 p.m. Humanist 32.194",Not FoundThe requested resource was not found on this server.
"Nov. 16, 2018, 1:33 p.m. Humanist 32.195",Not FoundThe requested resource was not found on this server.
"Nov. 17, 2018, 8:15 a.m. Humanist 32.196",Not FoundThe requested resource was not found on this server.
"Nov. 17, 2018, 8:17 a.m. Humanist 32.197",Not FoundThe requested resource was not found on this server.
"Nov. 17, 2018, 8:19 a.m. Humanist 32.198",Not FoundThe requested resource was not found on this server.
"Nov. 18, 2018, 6:42 a.m. Humanist 32.199",Not FoundThe requested resource was not found on this server.
"Nov. 18, 2018, 6:47 a.m. Humanist 32.200",Not FoundThe requested resource was not found on this server.
"Nov. 18, 2018, 6:55 a.m. Humanist 32.201",Not FoundThe requested resource was not found on this server.
"Nov. 19, 2018, 6:11 a.m. Humanist 32.202",Not FoundThe requested resource was not found on this server.
"Nov. 19, 2018, 6:13 a.m. Humanist 32.203",Not FoundThe requested resource was not found on this server.
"Nov. 19, 2018, 6:17 a.m. Humanist 32.204",Not FoundThe requested resource was not found on this server.
"Nov. 20, 2018, 6:22 a.m. Humanist 32.205",Not FoundThe requested resource was not found on this server.
"Nov. 20, 2018, 6:37 a.m. Humanist 32.206",Not FoundThe requested resource was not found on this server.
"Nov. 20, 2018, 9:08 a.m. Humanist 32.207",Not FoundThe requested resource was not found on this server.
"Nov. 21, 2018, 5:01 a.m. Humanist 32.208",Not FoundThe requested resource was not found on this server.
"Nov. 21, 2018, 5:04 a.m. Humanist 32.209",Not FoundThe requested resource was not found on this server.
"Nov. 21, 2018, 5:05 a.m. Humanist 32.210",Not FoundThe requested resource was not found on this server.
"Nov. 22, 2018, 6:05 a.m. Humanist 32.211",Not FoundThe requested resource was not found on this server.
"Nov. 22, 2018, 6:07 a.m. Humanist 32.212",Not FoundThe requested resource was not found on this server.
"Nov. 22, 2018, 6:14 a.m. Humanist 32.213",Not FoundThe requested resource was not found on this server.
"Nov. 22, 2018, 6:44 a.m. Humanist 32.214",Not FoundThe requested resource was not found on this server.
"Nov. 23, 2018, 6:18 a.m. Humanist 32.215",Not FoundThe requested resource was not found on this server.
"Nov. 23, 2018, 6:19 a.m. Humanist 32.216",Not FoundThe requested resource was not found on this server.
"Nov. 23, 2018, 6:21 a.m. Humanist 32.217",Not FoundThe requested resource was not found on this server.
"Nov. 24, 2018, 5:16 a.m. Humanist 32.218",Not FoundThe requested resource was not found on this server.
"Nov. 24, 2018, 5:17 a.m. Humanist 32.219",Not FoundThe requested resource was not found on this server.
"Nov. 24, 2018, 5:19 a.m. Humanist 32.220",Not FoundThe requested resource was not found on this server.
"Nov. 25, 2018, 6:50 a.m. Humanist 32.221",Not FoundThe requested resource was not found on this server.
"Nov. 25, 2018, 6:51 a.m. Humanist 32.222",Not FoundThe requested resource was not found on this server.
"Nov. 26, 2018, 6:23 a.m. Humanist 32.223",Not FoundThe requested resource was not found on this server.
"Nov. 26, 2018, 6:25 a.m. Humanist 32.224",Not FoundThe requested resource was not found on this server.
"Nov. 26, 2018, 6:26 a.m. Humanist 32.225",Not FoundThe requested resource was not found on this server.
"Nov. 27, 2018, 6:05 a.m. Humanist 32.226",Not FoundThe requested resource was not found on this server.
"Nov. 27, 2018, 6:15 a.m. Humanist 32.227",Not FoundThe requested resource was not found on this server.
"Nov. 27, 2018, 6:17 a.m. Humanist 32.228",Not FoundThe requested resource was not found on this server.
"Nov. 27, 2018, 6:19 a.m. Humanist 32.229",Not FoundThe requested resource was not found on this server.
"Nov. 27, 2018, 6:30 a.m. Humanist 32.230",Not FoundThe requested resource was not found on this server.
"Nov. 28, 2018, 6:25 a.m. Humanist 32.231",Not FoundThe requested resource was not found on this server.
"Nov. 28, 2018, 6:27 a.m. Humanist 32.232",Not FoundThe requested resource was not found on this server.
"Nov. 28, 2018, 6:28 a.m. Humanist 32.233",Not FoundThe requested resource was not found on this server.
"Nov. 28, 2018, 6:34 a.m. Humanist 32.234",Not FoundThe requested resource was not found on this server.
"Nov. 29, 2018, 6:46 a.m. Humanist 32.235",Not FoundThe requested resource was not found on this server.
"Nov. 30, 2018, 4:56 a.m. Humanist 32.236",Not FoundThe requested resource was not found on this server.
"Nov. 30, 2018, 4:58 a.m. Humanist 32.237",Not FoundThe requested resource was not found on this server.
"Dec. 1, 2018, 7:20 a.m. Humanist 32.238",Not FoundThe requested resource was not found on this server.
"Dec. 2, 2018, 6:43 a.m. Humanist 32.239",Not FoundThe requested resource was not found on this server.
"Dec. 3, 2018, 6:46 a.m. Humanist 32.240",Not FoundThe requested resource was not found on this server.
"Dec. 4, 2018, 6:08 a.m. Humanist 32.241",Not FoundThe requested resource was not found on this server.
"Dec. 4, 2018, 6:09 a.m. Humanist 32.242",Not FoundThe requested resource was not found on this server.
"Dec. 4, 2018, 6:10 a.m. Humanist 32.243",Not FoundThe requested resource was not found on this server.
"Dec. 4, 2018, 6:12 a.m. Humanist 32.244",Not FoundThe requested resource was not found on this server.
"Dec. 4, 2018, 6:17 a.m. Humanist 32.245",Not FoundThe requested resource was not found on this server.
"Dec. 5, 2018, 6:16 a.m. Humanist 32.246",Not FoundThe requested resource was not found on this server.
"Dec. 5, 2018, 6:18 a.m. Humanist 32.247",Not FoundThe requested resource was not found on this server.
"Dec. 5, 2018, 6:22 a.m. Humanist 32.248",Not FoundThe requested resource was not found on this server.
"Dec. 6, 2018, 6:46 a.m. Humanist 32.249",Not FoundThe requested resource was not found on this server.
"Dec. 6, 2018, 6:50 a.m. Humanist 32.250",Not FoundThe requested resource was not found on this server.
"Dec. 7, 2018, 6:31 a.m. Humanist 32.251",Not FoundThe requested resource was not found on this server.
"Dec. 7, 2018, 6:38 a.m. Humanist 32.252",Not FoundThe requested resource was not found on this server.
"Dec. 8, 2018, 6:57 a.m. Humanist 32.253",Not FoundThe requested resource was not found on this server.
"Dec. 8, 2018, 6:59 a.m. Humanist 32.254",Not FoundThe requested resource was not found on this server.
"Dec. 8, 2018, 7:02 a.m. Humanist 32.255",Not FoundThe requested resource was not found on this server.
"Dec. 8, 2018, 7:04 a.m. Humanist 32.256",Not FoundThe requested resource was not found on this server.
"Dec. 8, 2018, 7:06 a.m. Humanist 32.257",Not FoundThe requested resource was not found on this server.
"Dec. 9, 2018, 6:12 a.m. Humanist 32.258",Not FoundThe requested resource was not found on this server.
"Dec. 9, 2018, 6:56 a.m. Humanist 32.259",Not FoundThe requested resource was not found on this server.
"Dec. 11, 2018, 6:20 a.m. Humanist 32.260",Not FoundThe requested resource was not found on this server.
"Dec. 11, 2018, 6:22 a.m. Humanist 32.261",Not FoundThe requested resource was not found on this server.
"Dec. 11, 2018, 6:26 a.m. Humanist 32.262",Not FoundThe requested resource was not found on this server.
"Dec. 11, 2018, 6:32 a.m. Humanist 32.263",Not FoundThe requested resource was not found on this server.
"Dec. 12, 2018, 4:46 a.m. Humanist 32.264",Not FoundThe requested resource was not found on this server.
"Dec. 12, 2018, 6:46 a.m. Humanist 32.265",Not FoundThe requested resource was not found on this server.
"Dec. 13, 2018, 7:46 a.m. Humanist 32.266",Not FoundThe requested resource was not found on this server.
"Dec. 14, 2018, 5:34 a.m. Humanist 32.267",Not FoundThe requested resource was not found on this server.
"Dec. 15, 2018, 7:07 a.m. Humanist 32.268",Not FoundThe requested resource was not found on this server.
"Dec. 15, 2018, 7:43 a.m. Humanist 32.269",Not FoundThe requested resource was not found on this server.
"Dec. 16, 2018, 6:01 a.m. Humanist 32.270",Not FoundThe requested resource was not found on this server.
"Dec. 17, 2018, 6:05 a.m. Humanist 32.271",Not FoundThe requested resource was not found on this server.
"Dec. 17, 2018, 6:10 a.m. Humanist 32.272",Not FoundThe requested resource was not found on this server.
"Dec. 18, 2018, 6:11 a.m. Humanist 32.273",Not FoundThe requested resource was not found on this server.
"Dec. 18, 2018, 6:15 a.m. Humanist 32.274",Not FoundThe requested resource was not found on this server.
"Dec. 19, 2018, 5:17 a.m. Humanist 32.275",Not FoundThe requested resource was not found on this server.
"Dec. 19, 2018, 5:22 a.m. Humanist 32.276",Not FoundThe requested resource was not found on this server.
"Dec. 20, 2018, 9:47 a.m. Humanist 32.277",Not FoundThe requested resource was not found on this server.
"Dec. 20, 2018, 9:49 a.m. Humanist 32.278",Not FoundThe requested resource was not found on this server.
"Dec. 20, 2018, 9:50 a.m. Humanist 32.279",Not FoundThe requested resource was not found on this server.
"Dec. 20, 2018, 10:15 a.m. Humanist 32.280",Not FoundThe requested resource was not found on this server.
"Dec. 21, 2018, 8:52 a.m. Humanist 32.281",Not FoundThe requested resource was not found on this server.
"Dec. 21, 2018, 8:54 a.m. Humanist 32.282",Not FoundThe requested resource was not found on this server.
"Dec. 21, 2018, 8:57 a.m. Humanist 32.283",Not FoundThe requested resource was not found on this server.
"Dec. 21, 2018, 10:10 a.m. Humanist 32.284",Not FoundThe requested resource was not found on this server.
"Dec. 22, 2018, 9:07 a.m. Humanist 32.285",Not FoundThe requested resource was not found on this server.
"Dec. 22, 2018, 9:08 a.m. Humanist 32.286",Not FoundThe requested resource was not found on this server.
"Dec. 22, 2018, 9:11 a.m. Humanist 32.287",Not FoundThe requested resource was not found on this server.
"Dec. 22, 2018, 9:13 a.m. Humanist 32.288",Not FoundThe requested resource was not found on this server.
"Dec. 23, 2018, 8:48 a.m. Humanist 32.289",Not FoundThe requested resource was not found on this server.
"Dec. 24, 2018, 9:11 a.m. Humanist 32.290",Not FoundThe requested resource was not found on this server.
"Dec. 24, 2018, 9:13 a.m. Humanist 32.291",Not FoundThe requested resource was not found on this server.
"Dec. 24, 2018, 9:17 a.m. Humanist 32.292",Not FoundThe requested resource was not found on this server.
"Dec. 27, 2018, 9:19 a.m. Humanist 32.293",Not FoundThe requested resource was not found on this server.
"Dec. 27, 2018, 9:21 a.m. Humanist 32.294",Not FoundThe requested resource was not found on this server.
"Dec. 29, 2018, 8:50 a.m. Humanist 32.295",Not FoundThe requested resource was not found on this server.
"Jan. 1, 2019, 10:28 a.m. Humanist 32.296",Not FoundThe requested resource was not found on this server.
"Jan. 1, 2019, 10:29 a.m. Humanist 32.297",Not FoundThe requested resource was not found on this server.
"Jan. 1, 2019, 10:30 a.m. Humanist 32.298",Not FoundThe requested resource was not found on this server.
"Jan. 2, 2019, 8:52 a.m. Humanist 32.299",Not FoundThe requested resource was not found on this server.
"Jan. 3, 2019, 6:11 a.m. Humanist 32.300",Not FoundThe requested resource was not found on this server.
"Jan. 3, 2019, 6:18 a.m. Humanist 32.301",Not FoundThe requested resource was not found on this server.
"Jan. 4, 2019, 6:25 a.m. Humanist 32.302",Not FoundThe requested resource was not found on this server.
"Jan. 4, 2019, 6:27 a.m. Humanist 32.303",Not FoundThe requested resource was not found on this server.
"Jan. 5, 2019, 9:22 a.m. Humanist 32.304",Not FoundThe requested resource was not found on this server.
"Jan. 5, 2019, 9:23 a.m. Humanist 32.305",Not FoundThe requested resource was not found on this server.
